127.0.0.1 - - [29/Nov/2018:10:48:01 +0530] "GET / HTTP/1.1" 404 1074
0:0:0:0:0:0:0:1 - - [29/Nov/2018:12:10:56 +0530] "GET /middleware_Collab/getallnotifications HTTP/1.1" 200 288
0:0:0:0:0:0:0:1 - - [29/Nov/2018:12:10:56 +0530] "GET /middleware_Collab/getimage?email=pran@niit.com HTTP/1.1" 200 40904
0:0:0:0:0:0:0:1 - - [29/Nov/2018:12:11:04 +0530] "GET /Frontend_Collab/views/blogform.html HTTP/1.1" 200 2241
0:0:0:0:0:0:0:1 - - [29/Nov/2018:12:11:04 +0530] "GET /Frontend_Collab/assets/js/jquery-1.11.1.min.js?_=1543473360950 HTTP/1.1" 200 95786
0:0:0:0:0:0:0:1 - - [29/Nov/2018:12:11:04 +0530] "GET /Frontend_Collab/assets/bootstrap/js/bootstrap.min.js?_=1543473360951 HTTP/1.1" 200 35951
0:0:0:0:0:0:0:1 - - [29/Nov/2018:12:11:04 +0530] "GET /Frontend_Collab/assets/js/jquery.backstretch.min.js?_=1543473360952 HTTP/1.1" 200 4233
0:0:0:0:0:0:0:1 - - [29/Nov/2018:12:11:04 +0530] "GET /Frontend_Collab/assets/js/scripts.js?_=1543473360953 HTTP/1.1" 200 709
0:0:0:0:0:0:0:1 - - [29/Nov/2018:12:11:11 +0530] "GET /middleware_Collab/getalljobs HTTP/1.1" 200 412
0:0:0:0:0:0:0:1 - - [29/Nov/2018:12:11:14 +0530] "GET /Frontend_Collab/views/chat.html HTTP/1.1" 200 2634
0:0:0:0:0:0:0:1 - - [29/Nov/2018:12:11:14 +0530] "GET /Frontend_Collab/resources/css/portfolio.css HTTP/1.1" 200 1265
0:0:0:0:0:0:0:1 - - [29/Nov/2018:12:11:20 +0530] "GET /middleware_Collab/chatmodule/info HTTP/1.1" 200 77
0:0:0:0:0:0:0:1 - - [29/Nov/2018:12:11:20 +0530] "GET /middleware_Collab/chatmodule/311/jq15qw0w/websocket HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [29/Nov/2018:12:11:33 +0530] "PUT /middleware_Collab/logout HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [29/Nov/2018:12:11:33 +0530] "GET /Frontend_Collab/assets/js/jquery-1.11.1.min.js?_=1543473360954 HTTP/1.1" 200 95786
0:0:0:0:0:0:0:1 - - [29/Nov/2018:12:11:33 +0530] "GET /Frontend_Collab/assets/bootstrap/js/bootstrap.min.js?_=1543473360955 HTTP/1.1" 200 35951
0:0:0:0:0:0:0:1 - - [29/Nov/2018:12:11:33 +0530] "GET /Frontend_Collab/assets/js/jquery.backstretch.min.js?_=1543473360956 HTTP/1.1" 200 4233
0:0:0:0:0:0:0:1 - - [29/Nov/2018:12:11:33 +0530] "GET /Frontend_Collab/assets/js/scripts.js?_=1543473360957 HTTP/1.1" 200 709
0:0:0:0:0:0:0:1 - - [29/Nov/2018:12:11:36 +0530] "GET /Frontend_Collab/views/registrationform.html HTTP/1.1" 200 4116
0:0:0:0:0:0:0:1 - - [29/Nov/2018:12:11:36 +0530] "GET /Frontend_Collab/assets/js/jquery-1.11.1.min.js?_=1543473360958 HTTP/1.1" 200 95786
0:0:0:0:0:0:0:1 - - [29/Nov/2018:12:11:36 +0530] "GET /Frontend_Collab/assets/bootstrap/js/bootstrap.min.js?_=1543473360959 HTTP/1.1" 200 35951
0:0:0:0:0:0:0:1 - - [29/Nov/2018:12:11:36 +0530] "GET /Frontend_Collab/assets/js/jquery.backstretch.min.js?_=1543473360960 HTTP/1.1" 200 4233
0:0:0:0:0:0:0:1 - - [29/Nov/2018:12:11:36 +0530] "GET /Frontend_Collab/assets/js/scripts.js?_=1543473360961 HTTP/1.1" 200 709
0:0:0:0:0:0:0:1 - - [29/Nov/2018:12:11:42 +0530] "GET /Frontend_Collab/assets/js/jquery-1.11.1.min.js?_=1543473360962 HTTP/1.1" 200 95786
0:0:0:0:0:0:0:1 - - [29/Nov/2018:12:11:42 +0530] "GET /Frontend_Collab/assets/bootstrap/js/bootstrap.min.js?_=1543473360963 HTTP/1.1" 200 35951
0:0:0:0:0:0:0:1 - - [29/Nov/2018:12:11:42 +0530] "GET /Frontend_Collab/assets/js/jquery.backstretch.min.js?_=1543473360964 HTTP/1.1" 200 4233
0:0:0:0:0:0:0:1 - - [29/Nov/2018:12:11:42 +0530] "GET /Frontend_Collab/assets/js/scripts.js?_=1543473360965 HTTP/1.1" 200 709
